Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Period
Hatiya,2006,3,36.5,21,1,71,1,1.7,8.7,2006.03
Hatiya,2007,3,34.8,19.2,23,72,1.1,0.9,9.5,2007.03
Hatiya,2008,3,33.8,21.3,35,81,0.7,3.2,6.6,2008.03
Hatiya,2009,3,34.8,21.1,7,77,2.3,3.8,7.4,2009.03
Hatiya,2010,3,37.8,22.6,5,76,3.1,3.7,8.4,2010.03
Hatiya,2011,3,33.5,20.2,67,73,2.6,2.5,8.1,2011.03
Hatiya,2012,3,34.4,21.3,8,80,2,1.9,7.5,2012.03
Hatiya,2013,3,34.6,20.3,0,76,1.8,1.7,8.5,2013.03
Hatiya,1966,4,34.3,25.5,23,80,2.6,2.2,7.965517241,1966.04
Hatiya,1967,4,34.2,23.6,95,74,1.3,2.7,7.965517241,1967.04
Hatiya,1968,4,33,23.5,106,80,2,3.6,7.965517241,1968.04
Hatiya,1969,4,32.9,24.3,163,80,1.8,2.9,7.965517241,1969.04
Hatiya,1970,4,32.7,24.4,44,78,3.5,3.6,7.965517241,1970.04
Hatiya,1971,4,32.4,24.2,106,78,2.7,3.1,7.965517241,1971.04
Hatiya,1972,4,32.4,24.2,106,78,2.7,3.1,7.965517241,1972.04
Hatiya,1973,4,32.4,24.2,106,78,2.7,3.1,7.965517241,1973.04
Hatiya,1974,4,35,24.5,48,80,4.3,3.3,7.965517241,1974.04
Hatiya,1975,4,34,25.1,0,72,4.1,3.1,7.965517241,1975.04
Hatiya,1976,4,34.4,24,215,75,2.7,3.2,7.965517241,1976.04
Hatiya,1977,4,32.5,23,513,83,2.9,4.1,7.965517241,1977.04
Hatiya,1978,4,34.5,23.8,108,78,2,1.7,7.965517241,1978.04
Hatiya,1979,4,35.8,24.8,17,73,2,1.7,7.965517241,1979.04
Hatiya,1980,4,35.3,26.3,22,74,2.6,2.7,7.965517241,1980.04
Hatiya,1981,4,32.6,24.6,106,78,2.7,3.1,7.965517241,1981.04
Hatiya,1982,4,34,23.5,161,78,2.7,3.2,7.965517241,1982.04
Hatiya,1983,4,34.4,23.8,115,79,4.8,3.4,7.965517241,1983.04
Hatiya,1984,4,35,23.5,202,78,3,3.7,7.965517241,1984.04
Hatiya,1985,4,34.5,23.9,123,78,3,3.6,7.4,1985.04
Hatiya,1986,4,34.2,23.4,195,80,4,4.6,7.9,1986.04
Hatiya,1987,4,35.2,24.1,238,79,3.2,4.4,7.2,1987.04
Hatiya,1988,4,34.1,24.4,98,79,3.6,3.5,7.6,1988.04
Hatiya,1989,4,33.8,24.9,179,79,4.2,3.4,8.6,1989.04
Hatiya,1990,4,32.2,23.5,209,84,4.8,3.5,8,1990.04
Hatiya,1991,4,34.2,24.7,230,83,3.7,3.4,8,1991.04
Hatiya,1992,4,34.7,25.1,0,79,2.6,2.3,7.8,1992.04
Hatiya,1993,4,34,23.2,64,83,1.8,3.1,8.8,1993.04
Hatiya,1994,4,35.2,23.1,105,80,1.4,2.7,8,1994.04
Hatiya,1995,4,32.6,24.6,106,77,2.1,2.1,8,1995.04
Hatiya,1996,4,32.6,24.1,106,79,1.6,3,8,1996.04
Hatiya,1997,4,32.5,24.6,106,80,1.3,3.6,8,1997.04
Hatiya,1998,4,32.6,24.1,106,72,2.6,3,8,1998.04
Hatiya,1999,4,32.5,24.6,11,81,1.4,1.7,8.5,1999.04
Hatiya,2000,4,33.2,23.8,105,80,3,2.6,8.4,2000.04
Hatiya,2001,4,37.8,24.3,17,76,1.8,3.2,8.7,2001.04
Hatiya,2002,4,33.5,23.3,84,82,1.6,3,7.3,2002.04
Hatiya,2003,4,35,24.3,127,79,1.5,2.7,8.5,2003.04
Hatiya,2004,4,33.2,23.8,207,84,2.4,4.9,5.2,2004.04
Hatiya,2005,4,35.7,24.1,145,82,1.6,2.1,9,2005.04
Hatiya,2006,4,35.4,24.2,57,80,2,2.7,8.5,2006.04
Hatiya,2007,4,35.4,23.7,108,79,1.9,3.4,8.8,2007.04
Hatiya,2008,4,35.8,23.6,21,78,0.8,2.6,8.6,2008.04
Hatiya,2009,4,35.8,24.8,103,82,4,3.6,8.2,2009.04
Hatiya,2010,4,36,26.4,18,79,4.1,5.5,7.2,2010.04
Hatiya,2011,4,34.5,23.2,61,78,2.1,4.2,7.5,2011.04
Hatiya,2012,4,35.7,23.4,267,84,2.8,3.8,7.1,2012.04
Hatiya,2013,4,35,23.9,50,81,2.2,2.8,8.2,2013.04
Hatiya,1966,5,37.6,26.2,126,79,1.5,2.5,6.251724138,1966.05
Hatiya,1967,5,33.5,23,145,78,1.2,3.5,6.251724138,1967.05
Hatiya,1968,5,33.8,25.1,179,82,3.5,4.6,6.251724138,1968.05
Hatiya,1969,5,34.3,25.3,129,80,1.1,3.4,6.251724138,1969.05
Hatiya,1970,5,32.2,26.4,131,81,3.3,5.3,6.251724138,1970.05
Hatiya,1971,5,32.4,25,268,81,2.6,4.1,6.251724138,1971.05
Hatiya,1972,5,32.4,25,268,81,2.6,4.1,6.251724138,1972.05
Hatiya,1973,5,36.6,23.9,384,81,1.6,4.5,6.251724138,1973.05
Hatiya,1974,5,35.7,25.1,264,79,4.2,4.7,6.251724138,1974.05
Hatiya,1975,5,34.7,25.2,370,78,3.4,4.6,6.251724138,1975.05
Hatiya,1976,5,34.4,24.7,319,82,2,4.5,6.251724138,1976.05
Hatiya,1977,5,33.5,24.8,496,83,1.6,4.3,6.251724138,1977.05
Hatiya,1978,5,34.4,25,700,80,2.1,2.2,6.251724138,1978.05
Hatiya,1979,5,37.2,26.5,94,75,2,2.2,6.251724138,1979.05
Hatiya,1980,5,34.5,24.6,299,81,2.9,4.1,6.251724138,1980.05
Hatiya,1981,5,32.6,25.3,268,81,2.6,4.1,6.251724138,1981.05
Hatiya,1982,5,36,26.3,27,76,1.6,2.3,6.251724138,1982.05
Hatiya,1983,5,34.9,24.6,359,84,2.9,4,6.251724138,1983.05
Hatiya,1984,5,32.7,25.2,306,84,3.6,5.3,6.251724138,1984.05
Hatiya,1985,5,37.6,23.1,319,79,2.6,4.3,4.5,1985.05
Hatiya,1986,5,35.4,24.5,123,83,2.2,3.6,6.3,1986.05
Hatiya,1987,5,39.7,25.2,118,79,2.7,3,8.3,1987.05
Hatiya,1988,5,33.8,25.6,474,83,5.2,5.3,5.5,1988.05
Hatiya,1989,5,34.5,26.1,111,80,3.6,4.2,8,1989.05
Hatiya,1990,5,34.5,25.3,323,82,1.9,4.2,6.3,1990.05
Hatiya,1991,5,32.8,25.7,367,87,4.9,4.4,6.3,1991.05
Hatiya,1992,5,34.5,24.8,232,83,3,3.5,7.2,1992.05
Hatiya,1993,5,32.5,24.1,0,84,3.3,4.7,6.4,1993.05
Hatiya,1994,5,34.7,25.2,152,83,1.9,3.9,7.3,1994.05
Hatiya,1995,5,32.6,25.3,268,79,3.2,4.3,6.3,1995.05
Hatiya,1996,5,32.6,25,268,82,2.5,4.2,6.3,1996.05
Hatiya,1997,5,32.4,25.3,268,84,2.5,3.8,6.3,1997.05
Hatiya,1998,5,32.6,25,268,82,2.6,3.9,6.3,1998.05
Hatiya,1999,5,32.4,25.3,322,86,2.5,5.3,5,1999.05
Hatiya,2000,5,37.4,24,686,85,2.1,5.1,4.7,2000.05
Hatiya,2001,5,34,24.2,485,84,1.8,4.3,6.2,2001.05
Hatiya,2002,5,33.2,24.6,437,84,2.4,4.7,6.1,2002.05
Hatiya,2003,5,35,25.8,148,81,1.9,4.1,6.5,2003.05
Hatiya,2004,5,35.8,25.7,150,82,1.6,4.2,5.7,2004.05
Hatiya,2005,5,35.5,24.9,85,81,2,3.3,7.9,2005.05
Hatiya,2006,5,36,25.1,645,90,2.2,3.8,6.8,2006.05
Hatiya,2007,5,36.8,25.8,257,82,2,3.9,7.1,2007.05
Hatiya,2008,5,35.5,25.1,204,83,1.8,4.6,6.8,2008.05
Hatiya,2009,5,35.6,25.3,267,80,3.2,4.9,6.8,2009.05
Hatiya,2010,5,35.5,25.9,370,82,2.9,5.7,5.9,2010.05
Hatiya,2011,5,34.4,25.2,529,85,2.5,5.5,5.9,2011.05
Hatiya,2012,5,35,25.8,317,84,1.9,4.2,5.8,2012.05
Hatiya,2013,5,33.4,24.7,842,87,4.3,6.5,2.8,2013.05
Hatiya,1966,6,32.7,25.7,603,91,3,6.8,3.803448276,1966.06
Hatiya,1967,6,33.2,24.1,374,85,1.8,5.5,3.803448276,1967.06
Hatiya,1968,6,31,24.3,905,90,3.2,6.9,3.803448276,1968.06
Hatiya,1969,6,32.2,25.2,460,89,2.4,6.1,3.803448276,1969.06
Hatiya,1970,6,31.8,25.8,468,87,4.2,6.2,3.803448276,1970.06
Hatiya,1971,6,31.8,25.5,556,87,3.1,5.8,3.803448276,1971.06
Hatiya,1972,6,31.8,25.5,566,87,3.1,5.9,3.803448276,1972.06
Hatiya,1973,6,32.1,26.1,335,87,2.6,5.8,3.803448276,1973.06
Hatiya,1974,6,33.2,25,434,86,3.8,5,3.803448276,1974.06
Hatiya,1975,6,34,25.7,363,84,3.5,5.6,3.803448276,1975.06
Hatiya,1976,6,31.8,24.5,732,88,2.8,6.2,3.803448276,1976.06
Hatiya,1977,6,32.3,24.9,737,88,2.5,5.9,3.803448276,1977.06
Hatiya,1978,6,32.8,25.9,949,84,3.6,5.4,3.803448276,1978.06
Hatiya,1979,6,35.7,25.9,634,85,3.6,5.4,3.803448276,1979.06
Hatiya,1980,6,32.6,25.9,385,86,3.6,6.1,3.803448276,1980.06
Hatiya,1981,6,31.9,25.7,566,87,3.1,5.9,3.803448276,1981.06
Hatiya,1982,6,35.1,25.5,581,88,1.9,6,3.803448276,1982.06
Hatiya,1983,6,34,25.4,504,85,3.2,5.6,3.803448276,1983.06
Hatiya,1984,6,34.5,25.7,698,86,3.2,6.7,3.803448276,1984.06
Hatiya,1985,6,33,25,703,86,2.8,6.7,2.2,1985.06
Hatiya,1986,6,35.2,26,564,87,3.2,6.3,3.8,1986.06
Hatiya,1987,6,34.5,26.8,257,85,3.6,5.8,4.9,1987.06
Hatiya,1988,6,34,25.6,850,87,4.2,6,3.8,1988.06
Hatiya,1989,6,35.3,25.7,500,84,4.1,6.1,5.2,1989.06
Hatiya,1990,6,33.1,26.5,466,88,3.3,5.9,3.8,1990.06
Hatiya,1991,6,32.4,25.8,781,91,3.2,6.5,2.9,1991.06
Hatiya,1992,6,34,26.4,351,86,2.9,4.5,5.6,1992.06
Hatiya,1993,6,32.6,25.5,0,90,3.6,5.9,4.2,1993.06
Hatiya,1994,6,33.6,25.1,644,90,1.9,6,2.9,1994.06
Hatiya,1995,6,31.9,25.7,566,85,3,5.9,3.8,1995.06
Hatiya,1996,6,31.9,25.5,566,85,2.2,5.4,3.8,1996.06
Hatiya,1997,6,32.2,25.7,566,86,3.6,6,3.8,1997.06
Hatiya,1998,6,31.9,25.5,566,83,3.3,4.9,3.8,1998.06
Hatiya,1999,6,32.2,25.7,771,88,2.7,6.2,3.7,1999.06
Hatiya,2000,6,34,25.4,715,88,3.1,5.9,3.2,2000.06
Hatiya,2001,6,32.4,25.1,1013,91,2.9,6.7,3.1,2001.06
Hatiya,2002,6,34,25.4,690,88,2.1,6.5,3.8,2002.06
Hatiya,2003,6,34.5,25,1225,89,2.3,6.8,2.4,2003.06
Hatiya,2004,6,34.5,25.1,828,89,1.6,6.2,2.3,2004.06
Hatiya,2005,6,35,26.9,420,85,2.7,5.7,4.3,2005.06
Hatiya,2006,6,35.5,26.2,466,88,2.2,5.2,4.6,2006.06
Hatiya,2007,6,33.8,25.5,630,86,2.4,5.4,4.1,2007.06
Hatiya,2008,6,33,25.7,696,89,2,6.4,3.2,2008.06
Hatiya,2009,6,35.4,26.7,226,83,3.3,6.3,5.7,2009.06
Hatiya,2010,6,34.2,26.1,911,90,2.8,6.7,3.2,2010.06
Hatiya,2011,6,34,26.1,635,89,3.2,6.2,3.7,2011.06
Hatiya,2012,6,34.5,26.7,538,88,2.8,6.5,2.7,2012.06
Hatiya,2013,6,35.7,26.1,592,86,2.6,5.8,5.8,2013.06
Hatiya,1966,7,31,25.7,404,88,1.7,6.4,3.968965517,1966.07
Hatiya,1967,7,32.1,24.2,625,87,2,6.6,3.968965517,1967.07
Hatiya,1968,7,31.8,25.2,901,89,2.7,5.7,3.968965517,1968.07
Hatiya,1969,7,31.3,25.1,741,90,2.8,5.9,3.968965517,1969.07
Hatiya,1970,7,31.9,25.3,584,89,3.8,6.4,3.968965517,1970.07
Hatiya,1971,7,34.3,25,790,89,2.4,6.4,3.968965517,1971.07
Hatiya,1972,7,30.5,25.4,686,89,2.9,6.3,3.968965517,1972.07
Hatiya,1973,7,31.4,25.7,273,89,4.6,6.1,3.968965517,1973.07
Hatiya,1974,7,31,25,793,91,3.4,6.6,3.968965517,1974.07
Hatiya,1975,7,30.5,24.7,1235,90,3.1,6.4,3.968965517,1975.07
Hatiya,1976,7,37.8,25.1,826,91,3.1,6.5,3.968965517,1976.07
Hatiya,1977,7,32.6,25.8,646,90,3.2,6.1,3.968965517,1977.07
Hatiya,1978,7,31.4,25.5,530,86,2.4,5.9,3.968965517,1978.07
Hatiya,1979,7,32,25.9,718,86,2.4,5.9,3.968965517,1979.07
Hatiya,1980,7,31.3,25.7,885,90,3.3,6.4,3.968965517,1980.07
Hatiya,1981,7,30.6,25.4,686,89,2.9,6.3,3.968965517,1981.07
Hatiya,1982,7,32.1,25.9,604,88,2,5.3,3.968965517,1982.07
Hatiya,1983,7,30.4,25.4,686,89,2.9,6.3,3.968965517,1983.07
Hatiya,1984,7,32,25.3,608,87,2.2,6.1,3.968965517,1984.07
Hatiya,1985,7,32,23.5,699,88,3.6,6.7,3.9,1985.07
Hatiya,1986,7,33.2,25.2,625,90,2.1,6.8,3.9,1986.07
Hatiya,1987,7,32.2,25.8,1119,91,3.2,7.1,3.9,1987.07
Hatiya,1988,7,33,25.6,747,89,4,6.5,3.8,1988.07
Hatiya,1989,7,33,25.8,617,88,3.5,6.2,4.7,1989.07
Hatiya,1990,7,31.8,25.5,723,91,2.8,6.3,3.9,1990.07
Hatiya,1991,7,32.4,26.2,581,91,4,6.2,4.2,1991.07
Hatiya,1992,7,31.6,25.4,776,89,3.2,6.5,3.3,1992.07
Hatiya,1993,7,31.5,25.2,0,89,3.5,6.5,4.2,1993.07
Hatiya,1994,7,32.2,24.7,555,92,2.7,6.1,3.8,1994.07
Hatiya,1995,7,30.6,25.4,686,88,2.6,6.2,3.9,1995.07
Hatiya,1996,7,30.6,25.4,686,87,1.8,6.1,3.9,1996.07
Hatiya,1997,7,30.5,25.4,686,89,2.8,6.1,3.9,1997.07
Hatiya,1998,7,30.6,25.4,686,88,3.6,6.6,3.9,1998.07
Hatiya,1999,7,30.5,25.4,949,90,2.6,6.7,4.2,1999.07
Hatiya,2000,7,34,25.6,694,90,3.2,6.3,4.2,2000.07
Hatiya,2001,7,31.2,25.3,789,89,3.3,6.4,4.5,2001.07
Hatiya,2002,7,32.5,25.9,1019,90,1.5,7.4,2.6,2002.07
Hatiya,2003,7,33.6,25.9,752,86,2.9,6.3,5.8,2003.07
Hatiya,2004,7,32.7,25.5,839,90,2.3,6.4,3.8,2004.07
Hatiya,2005,7,32.5,25.8,872,89,3,5.5,4.7,2005.07
Hatiya,2006,7,32,25.7,603,92,2.7,6,3.7,2006.07
Hatiya,2007,7,32.1,25.6,968,91,2.5,6.7,2.7,2007.07
Hatiya,2008,7,31.5,25.4,1235,90,2.3,6.9,3.2,2008.07
Hatiya,2009,7,32.5,26,856,89,4.2,6.9,3.4,2009.07
Hatiya,2010,7,32.8,26.2,776,87,2.6,6.8,4.8,2010.07
Hatiya,2011,7,33.6,25.9,715,88,2.2,6.1,4.8,2011.07
Hatiya,2012,7,32.5,26,738,89,2.7,6.7,3,2012.07
Hatiya,2013,7,32.4,25.7,544,88,3.2,6.3,4.5,2013.07
Hatiya,1966,8,31,25.4,853,89,1.1,6.7,4.424137931,1966.08
Hatiya,1967,8,32.1,23.4,680,88,1.9,6.4,4.424137931,1967.08
Hatiya,1968,8,31.3,25.2,350,89,1.1,4.9,4.424137931,1968.08
Hatiya,1969,8,32.4,24.8,838,90,1.8,5.9,4.424137931,1969.08
Hatiya,1970,8,33.3,25.4,512,88,2.7,6.4,4.424137931,1970.08
Hatiya,1971,8,31.5,25,989,88,2.4,6.6,4.424137931,1971.08
Hatiya,1972,8,30.7,25.3,570,88,2.4,6,4.424137931,1972.08
Hatiya,1973,8,30.7,25,366,88,3.9,6.2,4.424137931,1973.08
Hatiya,1974,8,32.1,25.3,399,90,4.1,6.2,4.424137931,1974.08
Hatiya,1975,8,33,25.4,449,85,1.5,5.9,4.424137931,1975.08
Hatiya,1976,8,37.8,25,865,89,2.3,5.9,4.424137931,1976.08
Hatiya,1977,8,31.7,25.7,410,88,2.7,5.8,4.424137931,1977.08
Hatiya,1978,8,34.6,25.3,555,89,2.5,5.8,4.424137931,1978.08
Hatiya,1979,8,34.6,25.4,1115,88,2.6,5.8,4.424137931,1979.08
Hatiya,1980,8,32.8,25.7,724,88,2.2,5.6,4.424137931,1980.08
Hatiya,1981,8,31.1,25.5,570,88,2.4,6,4.424137931,1981.08
Hatiya,1982,8,31,25.3,754,90,3,6.4,4.424137931,1982.08
Hatiya,1983,8,33.4,25.7,844,87,3.4,6.1,4.424137931,1983.08
Hatiya,1984,8,33.4,25.1,546,88,2.2,6.4,4.424137931,1984.08
Hatiya,1985,8,33,24.3,627,86,3.2,6.5,4.4,1985.08
Hatiya,1986,8,34.4,26.2,357,87,2,6.1,3.5,1986.08
Hatiya,1987,8,33.3,25.5,699,89,2.7,6.6,4.4,1987.08
Hatiya,1988,8,31.4,25.8,582,88,3.8,6.6,2.9,1988.08
Hatiya,1989,8,32.2,25.5,234,85,2.9,5.6,5.6,1989.08
Hatiya,1990,8,33.1,26.1,444,87,2.5,5.3,4.4,1990.08
Hatiya,1991,8,34.5,25.9,519,92,3.3,6.1,4.6,1991.08
Hatiya,1992,8,32.8,25.8,501,88,2.3,5.5,4.1,1992.08
Hatiya,1993,8,31.8,24.9,0,90,3.2,6.5,3.6,1993.08
Hatiya,1994,8,31.5,24.7,426,89,2.7,6,4.2,1994.08
Hatiya,1995,8,31.1,25.5,570,86,1.8,4.7,4.4,1995.08
Hatiya,1996,8,31.1,25.5,570,89,1.3,6.3,4.4,1996.08
Hatiya,1997,8,31,25.5,570,87,1.6,5.2,4.4,1997.08
Hatiya,1998,8,31.1,25.5,570,88,1.7,5.2,4.4,1998.08
Hatiya,1999,8,31,25.5,736,91,1.9,6.4,3.1,1999.08
Hatiya,2000,8,33,25.7,415,88,2.4,6.3,5.5,2000.08
Hatiya,2001,8,33,26.2,689,88,1.9,5.5,6.6,2001.08
Hatiya,2002,8,32.5,24.9,562,89,2.2,6.2,4.8,2002.08
Hatiya,2003,8,33.5,25.8,583,87,1.5,5.9,5.8,2003.08
Hatiya,2004,8,32,25.4,515,89,2,5.9,3.7,2004.08
Hatiya,2005,8,33,25.3,1311,91,2.3,6.4,2.8,2005.08
Hatiya,2006,8,33.4,25.6,319,87,3.3,5.7,6,2006.08
Hatiya,2007,8,33.8,26,494,86,1.6,6.4,4.9,2007.08
Hatiya,2008,8,33.2,25.8,512,88,1.9,6.3,4,2008.08
Hatiya,2009,8,33.6,26,888,90,1.9,6.4,3.9,2009.08
Hatiya,2010,8,34.5,26.1,371,87,1.7,6,5.9,2010.08
Hatiya,2011,8,35.4,25.8,1018,90,2.3,6.8,3.8,2011.08
Hatiya,2012,8,33.2,25.9,501,89,1.6,6.3,4.6,2012.08
Hatiya,2013,8,34.4,25.3,677,91,2.4,6.5,3.6,2013.08
Hatiya,1966,9,32.9,25.1,474,87,1,4.8,4.965517241,1966.09
Hatiya,1967,9,32.7,22.6,726,87,1.6,5,4.965517241,1967.09
Hatiya,1968,9,32.4,25.4,250,88,0.7,5.1,4.965517241,1968.09
Hatiya,1969,9,32.9,25.2,544,86,1.5,4.3,4.965517241,1969.09
Hatiya,1970,9,31.6,25.4,521,86,2.3,6,4.965517241,1970.09
Hatiya,1971,9,30.9,24.7,430,86,2.7,4.7,4.965517241,1971.09
Hatiya,1972,9,31.3,25.2,404,86,1.8,5.2,4.965517241,1972.09
Hatiya,1973,9,33.4,25.4,385,86,2.9,6.2,4.965517241,1973.09
Hatiya,1974,9,33.5,25.1,613,87,2.8,5.1,4.965517241,1974.09
Hatiya,1975,9,33,25.2,289,86,2.8,5,4.965517241,1975.09
Hatiya,1976,9,33.5,25.1,391,86,2.1,4.5,4.965517241,1976.09
Hatiya,1977,9,33.6,25.5,342,87,1.6,4.5,4.965517241,1977.09
Hatiya,1978,9,33.3,25.2,507,86,0.9,5.1,4.965517241,1978.09
Hatiya,1979,9,34.6,25.5,580,86,0.9,5.1,4.965517241,1979.09
Hatiya,1980,9,33.2,25.9,302,86,1.7,5.3,4.965517241,1980.09
Hatiya,1981,9,30.2,25.4,404,86,1.8,5.2,4.965517241,1981.09
Hatiya,1982,9,33.5,25.5,294,84,1.7,4.7,4.965517241,1982.09
Hatiya,1983,9,33.2,25.4,494,86,2.1,5.6,4.965517241,1983.09
Hatiya,1984,9,33.5,24.5,413,83,1.9,4.7,4.965517241,1984.09
Hatiya,1985,9,33.5,24,169,85,1.9,5.8,5,1985.09
Hatiya,1986,9,33.4,25.5,370,88,2.4,6.3,4.7,1986.09
Hatiya,1987,9,33.4,26.2,402,86,2.7,6.1,5,1987.09
Hatiya,1988,9,35.3,25.7,502,86,2.6,5.6,5.9,1988.09
Hatiya,1989,9,33.5,25.9,329,86,2.6,5.8,4.4,1989.09
Hatiya,1990,9,32.6,25.6,325,88,2.2,5.9,5,1990.09
Hatiya,1991,9,32.4,25.9,444,91,1.9,5.7,3.9,1991.09
Hatiya,1992,9,33.2,25.9,560,88,2.2,5.3,5.7,1992.09
Hatiya,1993,9,33.1,24.8,29,89,1.8,5.9,4.3,1993.09
Hatiya,1994,9,30.2,24.2,404,84,1.5,4.4,5,1994.09
Hatiya,1995,9,30.2,25.4,404,85,1.2,5.2,5,1995.09
Hatiya,1996,9,30.2,24.2,404,86,0.9,5.1,5,1996.09
Hatiya,1997,9,32,25.4,404,87,1.4,4.8,5,1997.09
Hatiya,1998,9,30.2,24.2,404,84,1.5,5.4,5,1998.09
Hatiya,1999,9,32,25.4,515,88,1.5,4.6,4.8,1999.09
Hatiya,2000,9,34.5,24.6,422,87,1.8,5.4,4.9,2000.09
Hatiya,2001,9,33.6,25.4,597,86,1.1,4.9,5.7,2001.09
Hatiya,2002,9,34.5,25.2,297,85,1.6,4.6,5.9,2002.09
Hatiya,2003,9,33,25.7,395,86,1,5.5,5.3,2003.09
Hatiya,2004,9,33.5,24.9,1039,87,1.6,4.9,4.3,2004.09
Hatiya,2005,9,34.5,25.8,275,88,1.6,5.3,5,2005.09
Hatiya,2006,9,33.7,25.5,698,87,2.4,4.7,6.1,2006.09
Hatiya,2007,9,34,25.7,731,87,1.8,5.8,3.3,2007.09
Hatiya,2008,9,34.6,25.4,386,86,1.8,6,5.6,2008.09
Hatiya,2009,9,34.6,26,386,89,2.8,5.2,4.8,2009.09
Hatiya,2010,9,33,25.9,431,87,2.1,6.2,5.3,2010.09
Hatiya,2011,9,35,25.8,659,89,2.6,5.7,4.6,2011.09
Hatiya,2012,9,34.5,26.1,377,88,2,5.7,4.9,2012.09
Hatiya,2013,9,36,25.5,435,89,1.6,5.7,4.6,2013.09
Hatiya,1966,10,31.7,24.3,302,86,0.2,1.9,6.493103448,1966.1
Hatiya,1967,10,32.1,22,0,83,0.5,2.1,6.493103448,1967.1
Hatiya,1968,10,31.3,23.7,98,86,0.7,4,6.493103448,1968.1
Hatiya,1969,10,32.4,23.5,102,83,0.5,2.3,6.493103448,1969.1
Hatiya,1970,10,31.7,24.2,390,83,2.6,3.9,6.493103448,1970.1
Hatiya,1971,10,33.7,25.5,202,83,1.8,3.3,6.493103448,1971.1
Hatiya,1972,10,31,24.3,202,83,1.1,3.2,6.493103448,1972.1
Hatiya,1973,10,33.1,25.1,135,83,1.8,4,6.493103448,1973.1
Hatiya,1974,10,33.9,25.3,118,83,1,3.3,6.493103448,1974.1
Hatiya,1975,10,33.1,25.4,513,85,0.6,4.6,6.493103448,1975.1
Hatiya,1976,10,33,24.3,213,80,0.5,2.8,6.493103448,1976.1
Hatiya,1977,10,32.2,24.2,129,83,0.3,3.1,6.493103448,1977.1
Hatiya,1978,10,33,25.3,86,81,0.6,1.9,6.493103448,1978.1
Hatiya,1979,10,33,24.5,165,79,0.6,1.9,6.493103448,1979.1
Hatiya,1980,10,32.6,24.4,387,83,1.3,2.7,6.493103448,1980.1
Hatiya,1981,10,30.1,24.6,202,83,1.1,3.2,6.493103448,1981.1
Hatiya,1982,10,34,25.2,23,80,0.6,1.3,6.493103448,1982.1
Hatiya,1983,10,33,24.1,440,84,1.5,3.6,6.493103448,1983.1
Hatiya,1984,10,33.9,24.2,336,83,0.9,4.1,6.493103448,1984.1
Hatiya,1985,10,35.4,23,33,78,0.9,2.7,6.5,1985.1
Hatiya,1986,10,32.7,24,135,84,1.7,3.6,7.7,1986.1
Hatiya,1987,10,33.6,24.5,49,81,1.5,2.5,6.5,1987.1
Hatiya,1988,10,33.2,24.6,156,82,2.9,3.6,7.5,1988.1
Hatiya,1989,10,33.4,25,438,87,2.4,5.5,4.6,1989.1
Hatiya,1990,10,33,24.2,86,85,2.3,4.1,6.5,1990.1
Hatiya,1991,10,33.5,25.1,373,89,1.7,4.1,5.9,1991.1
Hatiya,1992,10,33.2,24.8,191,84,1.2,3,7.2,1992.1
Hatiya,1993,10,32,24.6,85,86,0.8,3.5,6.9,1993.1
Hatiya,1994,10,30.1,23.4,202,83,0.5,3.2,6.5,1994.1
Hatiya,1995,10,30.1,24.6,202,84,0.3,2.8,6.5,1995.1
Hatiya,1996,10,30.1,23.4,202,83,0.8,2.5,6.5,1996.1
Hatiya,1997,10,31.7,24.6,202,77,0.5,2,6.5,1997.1
Hatiya,1998,10,30.1,23.4,202,85,0.8,3.5,6.5,1998.1
Hatiya,1999,10,31.7,24.6,305,88,1.4,4.9,4.9,1999.1
Hatiya,2000,10,33.3,24.4,369,88,1.5,3.5,6.8,2000.1
Hatiya,2001,10,33.3,24.6,434,87,0.8,4,6.4,2001.1
Hatiya,2002,10,33.8,23.7,118,85,0.6,2,7.2,2002.1
Hatiya,2003,10,37.9,25.5,306,86,0.6,4.4,6.1,2003.1
Hatiya,2004,10,36.6,23.5,420,83,0.8,2.7,7,2004.1
Hatiya,2005,10,34.2,24.8,608,87,1,3.9,6.3,2005.1
Hatiya,2006,10,33.7,24.7,136,87,0.8,3.3,6,2006.1
Hatiya,2007,10,33.8,23.9,413,86,0.9,3.8,5.8,2007.1
Hatiya,2008,10,34.5,23.8,377,89,0.9,3.3,7.1,2008.1
Hatiya,2009,10,33.5,24,319,86,1.9,3.5,6.9,2009.1
Hatiya,2010,10,35.2,25.4,482,85,2.2,4.8,7.3,2010.1
Hatiya,2011,10,34,24.6,158,86,1.7,3.5,6.9,2011.1
Hatiya,2012,10,33.5,23.6,244,87,1.3,2.8,6.7,2012.1
Hatiya,2013,10,34.5,24.3,292,88,1.7,5.1,5.1,2013.1
Hatiya,1966,11,30.9,20.8,4,82,0.5,2.3,7.965517241,1966.11
Hatiya,1967,11,29.5,18.6,0,78,0,0.2,7.965517241,1967.11
Hatiya,1968,11,29.9,19.1,16,84,0.2,2.3,7.965517241,1968.11
Hatiya,1969,11,32.4,18.6,0,80,0.4,1.4,7.965517241,1969.11
Hatiya,1970,11,30.4,20.9,50,78,0.9,2.2,7.965517241,1970.11
