location,co_level,gas_level,temperature,humidity,dust_level
Kamrangirchar,92,172,32,41,68
Kamrangirchar,1,7,27,44,19
Kamrangirchar,75,251,15,72,62
Kamrangirchar,2,27,30,52,9
Kamrangirchar,75,146,18,69,83
Kamrangirchar,9,37,30,57,13
Kamrangirchar,64,277,10,47,56
Kamrangirchar,3,14,22,49,15
Kamrangirchar,39,147,30,46,27
Kamrangirchar,6,25,25,60,8
Kamrangirchar,51,265,34,41,51
Kamrangirchar,2,24,23,48,1
Kamrangirchar,54,164,28,73,70
Kamrangirchar,2,12,21,52,11
Kamrangirchar,55,146,18,53,32
Kamrangirchar,3,23,26,43,19
Kamrangirchar,81,233,12,42,72
Kamrangirchar,2,7,26,56,15
Kamrangirchar,81,86,20,80,51
Kamrangirchar,2,27,20,59,11
Kamrangirchar,91,200,30,57,22
Kamrangirchar,3,16,24,40,10
Kamrangirchar,72,300,31,51,58
Kamrangirchar,10,32,30,52,6
Kamrangirchar,44,183,28,38,43
Kamrangirchar,1,24,25,45,20
Kamrangirchar,25,224,22,40,45
Kamrangirchar,10,36,29,57,14
Kamrangirchar,93,97,20,60,58
Kamrangirchar,5,26,20,43,15
Kamrangirchar,63,160,29,77,36
Kamrangirchar,5,45,22,53,6
Kamrangirchar,31,287,17,78,31
Kamrangirchar,2,5,22,46,6
Kamrangirchar,100,175,26,53,17
Kamrangirchar,3,47,25,42,10
Kamrangirchar,71,223,11,70,46
Kamrangirchar,5,22,20,50,10
Kamrangirchar,71,241,27,79,44
Kamrangirchar,10,48,27,48,18
Kamrangirchar,68,153,13,64,81
Kamrangirchar,2,10,29,56,12
Kamrangirchar,62,143,32,75,25
Kamrangirchar,1,10,27,55,16
Kamrangirchar,93,293,29,60,12
Kamrangirchar,2,30,30,44,8
Kamrangirchar,82,286,13,35,45
Kamrangirchar,2,26,30,47,9
Kamrangirchar,47,124,19,64,30
Kamrangirchar,1,27,23,46,3
Kamrangirchar,65,224,35,78,67
Kamrangirchar,1,27,29,49,10
Kamrangirchar,48,146,25,47,61
Kamrangirchar,5,46,24,60,18
Kamrangirchar,38,234,18,46,68
Kamrangirchar,5,32,26,54,4
Kamrangirchar,89,99,31,64,80
Kamrangirchar,4,2,25,43,15
Kamrangirchar,98,220,32,70,13
Kamrangirchar,9,24,25,48,17
Kamrangirchar,34,175,27,75,21
Kamrangirchar,7,41,23,47,19
Kamrangirchar,20,138,20,74,50
Kamrangirchar,4,27,30,56,19
Kamrangirchar,52,185,26,36,77
Kamrangirchar,4,49,20,46,5
Kamrangirchar,66,83,12,67,82
Kamrangirchar,5,28,22,57,4
Kamrangirchar,85,85,17,61,38
Kamrangirchar,5,50,20,60,7
Kamrangirchar,77,261,21,74,35
Kamrangirchar,2,5,20,53,11
Kamrangirchar,60,295,27,34,73
Kamrangirchar,10,44,21,40,1
Kamrangirchar,93,285,16,34,54
Kamrangirchar,5,27,26,43,5
Kamrangirchar,100,273,10,31,59
Kamrangirchar,7,43,22,57,1
Kamrangirchar,95,202,15,71,83
Kamrangirchar,10,21,27,58,2
Kamrangirchar,23,122,30,58,49
Kamrangirchar,4,34,25,40,16
Kamrangirchar,99,140,19,63,67
Kamrangirchar,2,33,25,45,7
Kamrangirchar,96,148,12,41,68
Kamrangirchar,1,35,30,48,7
Kamrangirchar,43,90,19,45,13
Kamrangirchar,2,27,25,58,15
Kamrangirchar,23,215,11,35,62
Kamrangirchar,10,29,25,54,12
Kamrangirchar,56,269,29,34,37
Kamrangirchar,5,10,24,43,8
Kamrangirchar,54,235,23,36,32
Kamrangirchar,7,2,26,46,7
Kamrangirchar,26,244,22,40,37
Kamrangirchar,8,11,26,43,6
Kamrangirchar,20,103,30,54,75
Kamrangirchar,7,4,28,51,17
Kamrangirchar,78,120,30,55,25
Kamrangirchar,2,15,28,43,2
Kamrangirchar,47,90,23,32,95
Kamrangirchar,7,26,25,46,15
Kamrangirchar,79,146,28,49,18
Kamrangirchar,1,7,21,60,7
Kamrangirchar,67,63,17,71,68
Kamrangirchar,1,11,24,55,17
Kamrangirchar,41,129,21,61,58
Kamrangirchar,3,3,20,47,6
Kamrangirchar,75,174,11,54,94
Kamrangirchar,7,5,30,47,18
Kamrangirchar,43,264,28,55,38
Kamrangirchar,4,21,25,58,5
Kamrangirchar,45,173,24,70,64
Kamrangirchar,7,43,27,59,11
Kamrangirchar,52,82,24,80,81
Kamrangirchar,1,31,25,41,7
Kamrangirchar,33,243,22,57,79
Kamrangirchar,2,45,27,47,15
Kamrangirchar,87,144,23,36,45
Kamrangirchar,1,8,30,45,8
Kamrangirchar,66,215,10,31,26
Kamrangirchar,4,50,23,40,12
Kamrangirchar,32,243,28,38,39
Kamrangirchar,8,41,22,55,9
Kamrangirchar,92,115,24,41,17
Kamrangirchar,10,1,30,45,11
Kamrangirchar,26,158,14,73,22
Kamrangirchar,4,29,30,58,2
Kamrangirchar,30,57,35,73,41
Kamrangirchar,2,45,24,55,14
Kamrangirchar,61,104,24,64,98
Kamrangirchar,6,43,24,52,11
Kamrangirchar,37,53,18,80,20
Kamrangirchar,3,13,28,48,13
Kamrangirchar,96,282,35,78,23
Kamrangirchar,9,42,20,58,11
Kamrangirchar,52,175,29,62,56
Kamrangirchar,5,14,21,48,17
Kamrangirchar,37,63,14,37,91
Kamrangirchar,3,47,27,45,8
Kamrangirchar,23,104,34,37,98
Kamrangirchar,3,47,27,50,2
Kamrangirchar,50,81,18,46,72
Kamrangirchar,8,36,30,40,7
Kamrangirchar,43,163,15,48,65
Kamrangirchar,4,2,26,46,4
Kamrangirchar,91,54,10,70,32
Kamrangirchar,5,19,30,43,19
Kamrangirchar,73,259,23,60,62
Kamrangirchar,9,28,22,59,8
Kamrangirchar,21,178,15,65,84
Kamrangirchar,8,37,29,51,1
Kamrangirchar,23,76,22,40,94
Kamrangirchar,8,17,22,56,5
Kamrangirchar,26,244,25,41,32
Kamrangirchar,6,45,21,50,8
Kamrangirchar,82,246,17,54,83
Kamrangirchar,1,18,23,44,19
Kamrangirchar,59,122,31,48,48
Kamrangirchar,5,15,23,42,18
Kamrangirchar,31,189,29,40,52
Kamrangirchar,10,3,22,54,15
Kamrangirchar,81,155,25,52,67
Kamrangirchar,5,14,24,46,10
Kamrangirchar,59,261,34,42,18
Kamrangirchar,6,25,27,53,18
Kamrangirchar,55,200,21,38,22
Kamrangirchar,3,8,22,48,20
Kamrangirchar,45,89,25,47,33
Kamrangirchar,2,13,27,44,14
Kamrangirchar,47,130,12,46,28
Kamrangirchar,7,3,25,47,12
Kamrangirchar,65,178,14,37,64
Kamrangirchar,2,36,26,51,1
Kamrangirchar,25,96,34,65,39
Kamrangirchar,1,38,24,60,11
Kamrangirchar,44,163,23,72,46
Kamrangirchar,5,45,25,47,4
Kamrangirchar,93,129,11,49,22
Kamrangirchar,8,11,28,58,18
Kamrangirchar,45,216,14,43,15
Kamrangirchar,3,3,24,50,12
Kamrangirchar,71,281,13,54,69
Kamrangirchar,9,49,26,45,13
Kamrangirchar,47,102,28,56,25
Kamrangirchar,8,15,30,59,18
Kamrangirchar,27,263,32,40,64
Kamrangirchar,6,42,27,51,3
Kamrangirchar,83,201,13,54,43
Kamrangirchar,2,29,28,55,18
Kamrangirchar,46,61,28,70,16
Kamrangirchar,7,39,21,46,10
Kamrangirchar,46,275,32,31,62
Kamrangirchar,3,15,28,52,7
Kamrangirchar,22,127,19,66,20
Kamrangirchar,4,18,23,54,9
Kamrangirchar,74,193,13,40,40
Kamrangirchar,6,40,25,45,5
Kamrangirchar,57,242,10,53,92
Kamrangirchar,6,50,24,45,2
Kamrangirchar,55,158,17,70,99
Kamrangirchar,6,25,20,46,10
Kamrangirchar,94,121,33,72,37
Kamrangirchar,3,38,28,43,14
Kamrangirchar,76,222,21,57,99
Kamrangirchar,1,5,23,60,4
Kamrangirchar,86,188,30,56,29
Kamrangirchar,2,29,25,45,15
Kamrangirchar,68,280,33,78,25
Kamrangirchar,10,38,24,49,17
Kamrangirchar,49,290,27,74,95
Kamrangirchar,6,20,26,41,14
Kamrangirchar,51,84,10,75,72
Kamrangirchar,3,38,24,50,19
Kamrangirchar,60,96,18,61,48
Kamrangirchar,4,27,25,45,15
Kamrangirchar,66,202,16,75,30
Kamrangirchar,6,41,28,59,16
Kamrangirchar,72,269,16,57,26
Kamrangirchar,2,6,25,42,7
Kamrangirchar,29,137,15,41,18
Kamrangirchar,9,21,21,48,15
Kamrangirchar,76,275,17,69,76
Kamrangirchar,10,28,23,45,12
Kamrangirchar,86,259,10,41,35
Kamrangirchar,2,23,24,50,7
Kamrangirchar,71,110,18,67,92
Kamrangirchar,6,36,25,46,3
Kamrangirchar,83,94,32,47,38
Kamrangirchar,3,30,24,53,16
Kamrangirchar,35,89,10,30,72
Kamrangirchar,4,41,21,54,15
Kamrangirchar,50,164,21,78,41
Kamrangirchar,10,31,30,51,7
Kamrangirchar,25,86,28,60,93
Kamrangirchar,1,2,30,53,11
Kamrangirchar,52,164,24,51,70
Kamrangirchar,7,15,21,54,16
Kamrangirchar,42,54,26,80,75
Kamrangirchar,8,4,30,59,11
Kamrangirchar,22,166,27,57,33
Kamrangirchar,6,4,26,59,10
Kamrangirchar,76,66,20,78,14
Kamrangirchar,4,11,27,58,20
Kamrangirchar,75,282,15,43,75
Kamrangirchar,10,50,23,58,14
Kamrangirchar,54,59,20,68,18
Kamrangirchar,1,41,24,54,15
Kamrangirchar,81,258,29,76,88
Kamrangirchar,1,23,28,60,19
Kamrangirchar,20,130,24,80,58
Kamrangirchar,4,39,22,60,4
Kamrangirchar,79,176,34,45,34
Kamrangirchar,3,43,26,54,19
Kamrangirchar,96,188,33,59,52
Kamrangirchar,4,6,30,46,12
Kamrangirchar,37,215,20,51,94
Kamrangirchar,10,4,24,57,13
Kamrangirchar,59,138,16,44,87
Kamrangirchar,9,48,26,54,5
Kamrangirchar,94,135,14,47,15
Kamrangirchar,4,27,20,55,1
Kamrangirchar,85,151,20,37,30
Kamrangirchar,2,5,29,43,12
Kamrangirchar,67,220,24,32,64
Kamrangirchar,8,48,20,60,4
Kamrangirchar,74,235,24,37,99
Kamrangirchar,10,50,22,52,5
Kamrangirchar,30,211,18,41,59
Kamrangirchar,8,48,25,53,19
Kamrangirchar,25,100,21,45,99
Kamrangirchar,8,17,29,40,19
Kamrangirchar,80,194,24,45,96
Kamrangirchar,6,50,29,53,16
Kamrangirchar,60,117,16,58,50
Kamrangirchar,7,28,25,56,16
Kamrangirchar,24,93,16,76,44
Kamrangirchar,2,12,29,46,5
Kamrangirchar,54,244,15,80,35
Kamrangirchar,3,7,21,52,14
Kamrangirchar,76,75,13,39,53
Kamrangirchar,5,39,23,55,13
Kamrangirchar,58,230,31,37,74
Kamrangirchar,2,10,27,60,2
Kamrangirchar,97,260,20,54,46
Kamrangirchar,4,18,20,45,10
Kamrangirchar,40,135,20,74,51
Kamrangirchar,6,48,21,51,18
Kamrangirchar,35,97,19,36,35
Kamrangirchar,2,25,30,40,8
Kamrangirchar,53,202,30,31,84
Kamrangirchar,2,7,20,58,18
Kamrangirchar,64,235,13,58,66
Kamrangirchar,7,35,28,48,13
Kamrangirchar,85,179,10,44,56
Kamrangirchar,7,14,29,47,20
Kamrangirchar,48,274,23,54,81
Kamrangirchar,1,18,29,48,20
Kamrangirchar,22,293,14,66,23
Kamrangirchar,3,7,23,40,4
Kamrangirchar,44,164,20,34,21
Kamrangirchar,9,47,20,40,4
Kamrangirchar,44,295,30,56,44
Kamrangirchar,3,40,30,45,16
Kamrangirchar,24,241,16,71,14
Kamrangirchar,2,22,21,48,14
Kamrangirchar,22,286,14,65,37
Kamrangirchar,3,12,30,48,14
Kamrangirchar,34,262,26,56,23
Kamrangirchar,2,44,28,60,11
Kamrangirchar,87,90,32,33,33
Kamrangirchar,3,25,28,43,1
Kamrangirchar,82,209,31,47,33
Kamrangirchar,7,46,28,57,15
Kamrangirchar,97,181,10,31,10
Kamrangirchar,1,16,20,51,18
Kamrangirchar,100,237,31,35,70
Kamrangirchar,9,31,24,49,10
Kamrangirchar,67,112,17,58,41
Kamrangirchar,9,8,20,55,17
Kamrangirchar,23,73,26,72,46
Kamrangirchar,4,46,29,44,9
Kamrangirchar,32,155,18,33,29
Kamrangirchar,6,11,22,58,19
Kamrangirchar,45,273,28,74,55
Kamrangirchar,8,12,22,40,7
Kamrangirchar,33,202,25,63,58
Kamrangirchar,8,44,28,60,19
Kamrangirchar,34,176,34,32,65
Kamrangirchar,8,48,23,40,18
Kamrangirchar,78,111,24,66,82
Kamrangirchar,4,46,29,52,10
Kamrangirchar,92,219,28,46,14
Kamrangirchar,7,5,21,40,14
Kamrangirchar,76,248,31,79,100
Kamrangirchar,7,7,21,53,9
Kamrangirchar,87,152,20,65,100
Kamrangirchar,8,1,24,45,7
Kamrangirchar,29,286,33,38,37
Kamrangirchar,8,25,27,49,16
Kamrangirchar,38,104,18,73,49
Kamrangirchar,1,27,27,52,12
Kamrangirchar,84,290,33,58,91
Kamrangirchar,7,28,27,44,11
Kamrangirchar,36,265,25,51,10
Kamrangirchar,5,35,28,50,8
Kamrangirchar,64,50,15,43,100
Kamrangirchar,6,38,28,42,14
Kamrangirchar,64,189,28,79,14
Kamrangirchar,3,38,26,57,13
Kamrangirchar,53,117,32,63,89
Kamrangirchar,7,37,26,55,1
Kamrangirchar,69,242,21,45,86
Kamrangirchar,4,33,22,58,7
Kamrangirchar,24,95,34,64,70
Kamrangirchar,5,31,25,43,11
Kamrangirchar,91,183,18,54,98
Kamrangirchar,6,30,22,60,11
Kamrangirchar,64,227,35,41,11
Kamrangirchar,4,49,29,60,17
Kamrangirchar,94,95,30,77,80
Kamrangirchar,8,44,21,56,8
Kamrangirchar,79,192,18,45,69
Kamrangirchar,5,25,25,57,8
Kamrangirchar,92,213,18,56,16
Kamrangirchar,6,35,27,44,18
Kamrangirchar,50,87,17,32,100
Kamrangirchar,10,44,20,49,7
Kamrangirchar,64,68,15,73,60
Kamrangirchar,1,18,23,60,9
Kamrangirchar,84,80,21,79,62
Kamrangirchar,4,41,23,50,6
Kamrangirchar,99,237,17,73,79
Kamrangirchar,7,32,26,58,10
Kamrangirchar,35,92,19,69,52
Kamrangirchar,9,1,20,41,2
Kamrangirchar,64,224,13,55,22
Kamrangirchar,7,3,21,41,16
Kamrangirchar,64,119,32,76,24
Kamrangirchar,6,11,20,42,8
Kamrangirchar,23,107,10,42,73
Kamrangirchar,4,41,30,41,16
Kamrangirchar,57,90,24,71,70
Kamrangirchar,4,3,24,57,5
Kamrangirchar,45,83,19,70,47
Kamrangirchar,1,15,20,43,15
Kamrangirchar,48,183,25,48,67
Kamrangirchar,10,13,29,53,15
Kamrangirchar,68,193,19,34,33
Kamrangirchar,1,46,29,47,20
Kamrangirchar,90,244,30,55,11
Kamrangirchar,5,18,30,42,9
Kamrangirchar,81,228,18,42,14
Kamrangirchar,7,4,29,42,18
Kamrangirchar,82,59,18,47,82
Kamrangirchar,2,23,26,46,11
Kamrangirchar,27,98,30,78,53
Kamrangirchar,6,28,28,51,3
Kamrangirchar,68,156,13,56,52
Kamrangirchar,9,25,28,56,20
Kamrangirchar,26,50,19,47,67
Kamrangirchar,8,2,25,44,10
Kamrangirchar,28,203,24,30,36
Kamrangirchar,7,20,23,53,7
Kamrangirchar,79,217,28,30,86
Kamrangirchar,5,8,21,46,2
Kamrangirchar,55,56,35,72,51
Kamrangirchar,2,1,30,54,16
Kamrangirchar,48,76,10,75,57
Kamrangirchar,10,11,22,44,11
Kamrangirchar,29,111,11,63,55
Kamrangirchar,5,33,22,54,7
Kamrangirchar,83,299,15,60,31
Kamrangirchar,2,16,27,41,17
Kamrangirchar,47,79,15,48,62
Kamrangirchar,5,18,26,46,1
Kamrangirchar,81,294,21,64,98
Kamrangirchar,10,30,25,43,16
Kamrangirchar,33,246,31,53,78
Kamrangirchar,5,37,20,52,18
Kamrangirchar,86,75,11,42,19
Kamrangirchar,7,31,26,60,7
Kamrangirchar,84,81,25,64,30
Kamrangirchar,4,12,30,40,5
Kamrangirchar,36,259,24,78,77
Kamrangirchar,10,50,26,43,16
Kamrangirchar,84,227,29,38,91
Kamrangirchar,2,2,25,54,13
Kamrangirchar,30,61,17,61,93
Kamrangirchar,4,2,29,58,20
Kamrangirchar,31,268,30,62,46
Kamrangirchar,10,43,29,40,5
Kamrangirchar,37,200,12,34,30
Kamrangirchar,5,28,24,56,12
Kamrangirchar,87,141,20,43,55
Kamrangirchar,8,12,23,60,19
Kamrangirchar,34,287,29,73,38
Kamrangirchar,5,16,22,47,8
Kamrangirchar,97,90,20,47,15
Kamrangirchar,2,30,26,57,18
Kamrangirchar,32,263,33,35,22
Kamrangirchar,2,20,22,44,11
Kamrangirchar,55,84,23,70,20
Kamrangirchar,10,22,29,41,5
Kamrangirchar,36,286,22,73,63
Kamrangirchar,5,17,24,54,15
Kamrangirchar,30,56,10,67,17
Kamrangirchar,3,23,27,41,1
Kamrangirchar,85,239,30,61,50
Kamrangirchar,4,46,29,52,19
Kamrangirchar,61,205,33,43,78
Kamrangirchar,7,7,22,45,3
Kamrangirchar,52,112,27,59,74
Kamrangirchar,7,25,26,55,14
Kamrangirchar,79,144,26,34,94
Kamrangirchar,4,47,27,54,19
Kamrangirchar,74,232,12,64,85
Kamrangirchar,3,2,30,46,10
Kamrangirchar,20,180,12,59,22
Kamrangirchar,2,1,22,48,13
Kamrangirchar,85,253,31,68,15
Kamrangirchar,5,30,25,60,7
Kamrangirchar,43,219,25,43,14
Kamrangirchar,1,3,24,54,12
Kamrangirchar,50,207,21,64,39
Kamrangirchar,1,50,30,56,3
Kamrangirchar,54,216,26,66,24
Kamrangirchar,5,32,30,52,8
Kamrangirchar,72,128,17,78,53
Kamrangirchar,8,47,29,57,6
Kamrangirchar,23,51,23,31,72
Kamrangirchar,8,19,30,48,15
Kamrangirchar,20,236,12,59,64
Kamrangirchar,5,17,28,56,1
Kamrangirchar,47,206,29,52,96
Kamrangirchar,2,10,28,54,12
Kamrangirchar,84,268,31,45,20
Kamrangirchar,6,2,25,51,12
Kamrangirchar,62,256,22,49,38
Kamrangirchar,3,31,28,48,17
Kamrangirchar,62,102,18,58,78
Kamrangirchar,3,13,30,56,6
Kamrangirchar,83,153,12,46,49
Kamrangirchar,5,37,29,48,17
Kamrangirchar,73,201,20,68,78
Kamrangirchar,3,42,22,60,7
Kamrangirchar,46,57,18,47,100
Kamrangirchar,4,17,28,40,1
Kamrangirchar,94,223,17,80,17
Kamrangirchar,4,40,29,55,10
Kamrangirchar,72,292,32,61,98
Kamrangirchar,5,14,25,42,17
Kamrangirchar,58,163,24,32,49
Kamrangirchar,6,31,27,54,13
Kamrangirchar,34,161,34,53,64
Kamrangirchar,10,44,30,47,8
Kamrangirchar,80,213,11,34,38
Kamrangirchar,2,44,29,47,10
Kamrangirchar,76,102,32,59,97
Kamrangirchar,5,13,21,45,14
Kamrangirchar,22,280,15,40,73
Kamrangirchar,5,44,26,43,14
Kamrangirchar,78,198,19,40,60
Kamrangirchar,10,19,27,45,8
Kamrangirchar,83,292,17,78,16
Kamrangirchar,7,27,27,60,11
Kamrangirchar,31,64,25,38,95
Kamrangirchar,10,32,22,57,9
Kamrangirchar,53,194,11,62,37
Kamrangirchar,9,50,29,45,14
Kamrangirchar,53,249,30,38,53
Kamrangirchar,1,45,26,56,14
Kamrangirchar,64,50,16,39,43
Kamrangirchar,8,30,25,60,16
Kamrangirchar,29,143,16,63,34
Kamrangirchar,1,33,29,58,20
Kamrangirchar,37,180,10,51,23
Kamrangirchar,10,33,28,54,1
Kamrangirchar,24,78,10,78,11
Kamrangirchar,3,39,25,45,19
Kamrangirchar,52,82,26,38,31
Kamrangirchar,4,40,22,59,3
Kamrangirchar,35,91,18,59,51
Kamrangirchar,4,28,24,43,17
Kamrangirchar,66,227,10,78,65
Kamrangirchar,8,21,30,57,3
Kamrangirchar,99,232,15,57,11
Kamrangirchar,8,6,24,41,5
Kamrangirchar,99,264,33,54,67
Kamrangirchar,6,50,21,56,2
Kamrangirchar,21,159,10,61,48
Kamrangirchar,10,34,29,58,1
Kamrangirchar,66,76,33,62,45
Kamrangirchar,4,35,24,42,18
Kamrangirchar,22,192,15,56,86
Kamrangirchar,10,48,25,40,13
Kamrangirchar,87,275,13,67,96
Kamrangirchar,1,27,23,55,17
Kamrangirchar,88,184,13,30,70
Kamrangirchar,3,8,30,51,1
Kamrangirchar,50,170,21,79,26
Kamrangirchar,3,26,27,44,1
Kamrangirchar,43,221,11,53,24
Kamrangirchar,1,2,21,55,9
Kamrangirchar,93,187,11,63,73
Kamrangirchar,8,45,28,45,18
Kamrangirchar,47,181,27,72,53
Kamrangirchar,9,29,22,57,3
Kamrangirchar,47,282,30,50,83
Kamrangirchar,3,39,28,55,6
Kamrangirchar,95,255,12,75,21
Kamrangirchar,2,31,20,54,20
Kamrangirchar,91,180,30,78,75
Kamrangirchar,6,28,25,48,5
Kamrangirchar,30,97,12,78,63
Kamrangirchar,8,26,24,41,18
Kamrangirchar,92,169,32,67,14
Kamrangirchar,6,19,21,42,20
Kamrangirchar,94,233,24,72,73
Kamrangirchar,8,5,27,40,10
Kamrangirchar,51,140,18,66,90
Kamrangirchar,10,9,22,42,20
Kamrangirchar,46,122,10,70,82
Kamrangirchar,8,15,26,42,9
Kamrangirchar,20,256,25,67,29
Kamrangirchar,9,1,30,44,15
Kamrangirchar,56,283,27,47,88
Kamrangirchar,2,4,20,47,14
Kamrangirchar,57,89,35,78,26
Kamrangirchar,9,39,30,54,12
Kamrangirchar,32,170,20,50,99
Kamrangirchar,5,17,23,52,11
Kamrangirchar,100,279,12,44,14
Kamrangirchar,5,24,24,55,13
Kamrangirchar,32,129,10,45,85
Kamrangirchar,9,21,24,47,15
Kamrangirchar,38,126,20,65,97
Kamrangirchar,6,4,23,57,2
Kamrangirchar,49,138,26,69,25
Kamrangirchar,5,36,21,59,11
Kamrangirchar,70,145,35,63,73
Kamrangirchar,7,40,30,46,18
Kamrangirchar,37,210,13,40,56
Kamrangirchar,4,18,26,53,1
Kamrangirchar,82,104,22,48,93
Kamrangirchar,2,1,24,54,3
Kamrangirchar,56,78,22,55,82
Kamrangirchar,5,18,30,51,9
Kamrangirchar,35,79,15,31,100
Kamrangirchar,2,7,30,47,12
Kamrangirchar,95,120,18,42,89
Kamrangirchar,2,13,27,52,6
Kamrangirchar,78,189,23,32,32
Kamrangirchar,7,48,21,55,19
Kamrangirchar,56,64,21,69,43
Kamrangirchar,4,21,28,59,9
Kamrangirchar,90,53,13,33,98
Kamrangirchar,3,40,28,54,15
Kamrangirchar,89,73,12,80,58
Kamrangirchar,10,34,24,55,8
Kamrangirchar,86,142,24,48,14
Kamrangirchar,2,12,28,57,7
Kamrangirchar,61,197,31,76,97
Kamrangirchar,8,12,20,45,20
Kamrangirchar,76,65,20,68,89
Kamrangirchar,9,38,28,45,2
Kamrangirchar,91,110,11,42,57
Kamrangirchar,4,37,24,47,15
Kamrangirchar,27,72,31,56,91
Kamrangirchar,3,9,28,51,14
Kamrangirchar,86,291,21,40,69
Kamrangirchar,1,30,26,40,2
Kamrangirchar,70,147,25,36,18
Kamrangirchar,8,37,28,50,2
Kamrangirchar,49,215,21,75,91
Kamrangirchar,6,50,28,47,8
Kamrangirchar,41,172,27,46,49
Kamrangirchar,3,18,21,46,14
Kamrangirchar,63,217,34,36,77
Kamrangirchar,1,16,27,46,16
Kamrangirchar,67,186,15,70,27
Kamrangirchar,8,39,29,42,14
Keraniganj,5,33,20,60,10
Keraniganj,53,200,16,48,95
Keraniganj,8,34,25,58,11
Keraniganj,53,201,27,61,38
Keraniganj,4,7,23,56,6
Keraniganj,39,183,23,77,35
Keraniganj,4,44,29,56,13
Keraniganj,62,154,12,57,37
Keraniganj,1,13,23,48,12
Keraniganj,69,75,17,33,75
Keraniganj,2,12,20,49,1
Keraniganj,43,128,12,80,37
Keraniganj,7,10,20,57,1
Keraniganj,30,228,12,47,84
Keraniganj,2,40,21,50,7
Keraniganj,48,243,18,50,46
Keraniganj,10,11,23,46,13
Keraniganj,50,267,18,71,80
Keraniganj,5,49,29,45,17
Keraniganj,25,264,16,57,46
Keraniganj,7,21,27,54,19
Keraniganj,42,235,11,77,71
Keraniganj,4,42,29,42,3
Keraniganj,62,228,14,75,24
Keraniganj,4,28,27,60,6
Keraniganj,47,89,15,71,28
Keraniganj,4,17,29,40,11
Keraniganj,60,109,22,39,84
Keraniganj,3,2,28,54,8
Keraniganj,21,98,12,34,60
Keraniganj,5,16,23,41,7
Keraniganj,88,237,14,30,38
Keraniganj,8,28,29,48,3
Keraniganj,51,186,31,66,19
Keraniganj,4,14,30,56,6
Keraniganj,40,178,22,37,45
Keraniganj,8,43,28,58,5
Keraniganj,23,76,17,77,23
Keraniganj,8,42,25,50,7
Keraniganj,34,71,33,52,11
Keraniganj,7,2,21,53,10
Keraniganj,44,266,23,36,88
Keraniganj,4,41,30,55,12
Keraniganj,78,280,33,53,60
Keraniganj,9,38,26,57,20
Keraniganj,41,59,23,53,72
Keraniganj,7,38,20,40,20
Keraniganj,3,47,29,41,13
Keraniganj,45,228,19,75,19
Keraniganj,10,27,26,52,16
Keraniganj,63,192,29,34,93
Keraniganj,1,17,29,57,12
Keraniganj,84,270,32,69,94
Keraniganj,6,20,30,52,19
Keraniganj,57,238,30,63,76
Keraniganj,8,45,26,45,12
Keraniganj,48,273,13,44,23
Keraniganj,8,48,27,49,8
Keraniganj,93,245,20,44,84
Keraniganj,6,18,20,49,3
Keraniganj,91,52,33,70,48
Keraniganj,5,20,21,41,4
Keraniganj,66,214,10,74,19
Keraniganj,1,1,26,47,6
Keraniganj,64,157,32,33,75
Keraniganj,5,48,26,43,1
Keraniganj,74,136,26,39,25
Keraniganj,6,23,25,54,19
Keraniganj,23,134,35,47,87
Keraniganj,10,26,20,45,12
Keraniganj,68,220,22,53,39
Keraniganj,1,49,24,50,6
Keraniganj,35,221,19,47,33
Keraniganj,4,49,24,44,11
Keraniganj,94,82,12,61,46
Keraniganj,6,31,22,49,19
Keraniganj,81,137,28,76,65
Keraniganj,9,21,28,55,20
Keraniganj,3,22,28,40,12
Keraniganj,41,189,27,72,93
Keraniganj,9,4,21,53,13
Keraniganj,65,78,35,36,26
Keraniganj,1,20,20,53,1
Keraniganj,60,282,20,32,65
Keraniganj,10,6,23,58,9
Keraniganj,88,128,16,47,52
Keraniganj,10,46,23,55,3
Keraniganj,50,291,21,73,29
Keraniganj,6,38,27,50,13
Keraniganj,93,255,14,51,44
Keraniganj,6,29,30,40,5
Keraniganj,98,120,26,73,24
Keraniganj,6,25,21,51,19
Keraniganj,94,65,21,80,57
Keraniganj,6,14,24,43,15
Keraniganj,38,142,10,46,79
Keraniganj,6,6,23,42,8
Keraniganj,91,214,30,74,43
Keraniganj,5,26,23,45,11
Keraniganj,45,152,21,52,96
Keraniganj,4,39,26,56,1
Keraniganj,82,222,18,68,69
Keraniganj,3,48,25,58,13
Keraniganj,81,102,20,72,44
Keraniganj,4,33,29,43,13
Keraniganj,72,160,30,77,35
Keraniganj,2,2,22,60,20
Keraniganj,91,81,29,39,84
Keraniganj,3,41,27,54,14
Keraniganj,64,181,30,55,14
Keraniganj,10,39,24,59,3
Keraniganj,51,246,13,77,30
Keraniganj,1,11,30,47,15
Keraniganj,31,298,17,49,33
Keraniganj,7,45,22,47,16
Keraniganj,40,80,35,57,51
Keraniganj,1,33,22,54,5
Keraniganj,32,114,21,46,94
Keraniganj,3,42,23,52,14
Keraniganj,95,249,25,49,38
Keraniganj,4,39,24,51,6
Keraniganj,79,196,26,68,78
Keraniganj,10,31,23,41,1
Keraniganj,88,249,17,49,92
Keraniganj,10,49,21,60,5
Keraniganj,65,223,35,59,64
